session,trial,maze,regime,correct,chosen,correct_exit,ml_alt,looked_ml_alt,n_other_alt_looked,looked_any_unchosen,first_unchosen_look,first_look_is_ml,window_start_ms,n_fixations_in_window
April_11_2_g0,150,6,sequential,True,LU,LU,LD,False,0,False,,,4455.0,9
April_11_2_g0,151,1,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4562.0,10
April_11_2_g0,152,5,sequential,False,LU,RU,RU,False,1,True,LD,False,4353.0,6
April_11_2_g0,154,4,sequential,False,LD,LU,LU,False,0,False,,,4344.0,10
April_11_2_g0,155,1,hierarchical,True,RD,RD,RU,True,0,True,RU,True,4429.0,11
April_11_2_g0,156,5,sequential,False,LD,RU,RU,False,1,True,LU,False,4579.0,8
April_11_2_g0,157,3,hierarchical,True,LU,LU,LD,False,0,False,,,4110.0,11
April_11_2_g0,158,1,hierarchical,True,LU,LU,LD,False,0,False,,,4366.0,12
April_11_2_g0,159,6,sequential,False,RU,LU,LU,False,1,True,LD,False,4338.0,12
April_11_2_g0,161,6,sequential,False,LD,LU,LU,False,0,False,,,4686.0,8
April_11_2_g0,162,6,sequential,True,LU,LU,LD,False,0,False,,,4363.0,11
April_11_2_g0,163,4,sequential,False,LU,RU,RU,False,0,False,,,4650.0,9
April_11_2_g0,164,3,hierarchical,True,LU,LU,LD,False,0,False,,,4109.0,11
April_11_2_g0,165,2,hierarchical,True,LU,LU,LD,False,0,False,,,4354.0,8
April_11_2_g0,166,3,hierarchical,True,LU,LU,LD,False,0,False,,,4141.0,10
April_11_2_g0,167,1,hierarchical,True,RD,RD,RU,True,0,True,RU,True,4477.0,11
April_11_2_g0,169,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4515.0,10
April_11_2_g0,170,3,hierarchical,False,LD,RU,RU,False,1,True,LU,False,4618.0,8
April_11_2_g0,171,5,sequential,True,RU,RU,LD,False,0,False,,,4354.0,11
April_11_2_g0,172,2,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4541.0,9
April_11_2_g0,173,2,hierarchical,True,LU,LU,LD,False,0,False,,,4603.0,8
April_11_2_g0,174,3,hierarchical,True,RD,RD,RU,True,0,True,RU,True,4166.0,9
April_11_2_g0,175,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4563.0,8
April_11_2_g0,176,1,hierarchical,True,RD,RD,RU,False,0,False,,,4398.0,11
April_11_2_g0,177,1,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4489.0,10
April_11_2_g0,178,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4717.0,12
April_11_2_g0,179,2,hierarchical,True,RU,RU,RD,False,0,False,,,4695.0,3
April_11_2_g0,180,4,sequential,False,RU,RD,RD,False,0,False,,,4212.0,11
April_11_2_g0,181,1,hierarchical,True,RD,RD,RU,False,0,False,,,4367.0,9
April_11_2_g0,182,3,hierarchical,True,LU,LU,LD,False,0,False,,,4125.0,14
April_11_2_g0,183,1,hierarchical,True,RD,RD,RU,True,0,True,RU,True,4382.0,11
April_11_2_g0,184,5,sequential,True,RD,RD,LU,False,0,False,,,3846.0,7
April_11_2_g0,185,3,hierarchical,True,RU,RU,LD,False,0,False,,,4536.0,11
April_11_2_g0,186,4,sequential,True,RU,RU,RD,False,0,False,,,4286.0,11
April_11_2_g0,187,5,sequential,True,RU,RU,LD,False,0,False,,,4501.0,4
April_11_2_g0,188,6,sequential,True,LD,LD,LU,True,0,True,LU,True,4528.0,9
April_11_2_g0,189,2,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4637.0,9
April_11_2_g0,190,3,hierarchical,True,RD,RD,RU,False,0,False,,,4164.0,11
April_11_2_g0,191,5,sequential,True,LD,LD,RU,False,1,True,LU,False,4547.0,14
April_11_2_g0,192,1,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4568.0,14
April_11_2_g0,193,6,sequential,True,RU,RU,LU,False,0,False,,,4149.0,6
April_11_2_g0,194,4,sequential,False,RU,LD,LD,False,0,False,,,4514.0,10
April_11_2_g0,198,4,sequential,True,LU,LU,LD,False,0,False,,,4202.0,13
April_11_2_g0,199,4,sequential,False,RU,LU,LU,True,0,True,LU,True,4384.0,9
April_11_2_g0,200,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4456.0,8
April_11_2_g0,201,4,sequential,True,RD,RD,RU,False,0,False,,,4174.0,7
April_11_2_g0,202,5,sequential,True,LU,LU,RU,False,0,False,,,4099.0,9
April_11_2_g0,203,5,sequential,False,RU,LD,LD,True,0,True,LD,True,4627.0,8
April_11_2_g0,205,3,hierarchical,True,RU,RU,LD,False,0,False,,,4673.0,9
April_11_2_g0,206,4,sequential,True,RD,RD,RU,False,0,False,,,4124.0,7
April_11_2_g0,207,4,sequential,True,RU,RU,RD,False,0,False,,,4350.0,9
April_11_2_g0,208,5,sequential,True,LD,LD,RU,False,0,False,,,4465.0,10
April_11_2_g0,209,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4476.0,12
April_11_2_g0,210,6,sequential,True,RD,RD,RU,False,0,False,,,3990.0,13
April_11_2_g0,211,3,hierarchical,True,LD,LD,RU,False,0,False,,,4446.0,12
April_11_2_g0,213,3,hierarchical,True,LU,LU,LD,False,0,False,,,4101.0,11
April_11_2_g0,214,5,sequential,True,LD,LD,RU,False,1,True,LU,False,4751.0,15
April_11_2_g0,215,2,hierarchical,True,LU,LU,LD,False,0,False,,,4596.0,9
April_11_2_g0,216,3,hierarchical,False,LD,RU,RU,False,0,False,,,4585.0,6
April_11_2_g0,217,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4676.0,10
April_11_2_g0,223,1,hierarchical,True,RD,RD,RU,False,0,False,,,4654.0,12
April_11_2_g0,224,2,hierarchical,True,RU,RU,RD,False,0,False,,,4579.0,8
April_11_2_g0,227,4,sequential,True,LU,LU,LD,False,0,False,,,4396.0,10
April_11_2_g0,228,5,sequential,False,LD,RU,RU,False,1,True,LU,False,4343.0,9
April_11_2_g0,229,3,hierarchical,True,RD,RD,RU,False,0,False,,,4253.0,15
April_11_2_g0,231,4,sequential,True,RD,RD,RU,False,0,False,,,4222.0,16
April_11_2_g0,232,4,sequential,True,RD,RD,RU,True,0,True,RU,True,4254.0,10
April_11_2_g0,233,4,sequential,True,RU,RU,RD,False,0,False,,,4401.0,13
April_11_2_g0,236,5,sequential,True,LD,LD,RU,False,1,True,LU,False,4508.0,10
April_11_2_g0,237,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4664.0,10
April_11_2_g0,238,5,sequential,False,LU,RU,RU,False,0,False,,,4245.0,9
April_11_2_g0,239,1,hierarchical,False,LU,LD,LD,False,1,True,RD,False,4432.0,8
April_11_2_g0,240,3,hierarchical,False,LD,RU,RU,False,0,False,,,4582.0,14
April_11_2_g0,241,2,hierarchical,True,RU,RU,RD,False,0,False,,,4591.0,11
April_11_2_g0,242,3,hierarchical,True,RD,RD,RU,False,0,False,,,4269.0,12
April_11_2_g0,243,5,sequential,False,LD,RU,RU,False,0,False,,,4425.0,12
April_11_2_g0,245,4,sequential,False,RU,LU,LU,False,0,False,,,4322.0,8
April_11_2_g0,247,6,sequential,True,LU,LU,LD,False,0,False,,,4323.0,14
April_11_2_g0,249,6,sequential,True,RU,RU,LU,False,0,False,,,4045.0,8
April_11_2_g0,250,3,hierarchical,True,RU,RU,LD,False,0,False,,,4792.0,8
April_11_2_g0,251,5,sequential,False,LU,RU,RU,False,0,False,,,4426.0,9
April_11_2_g0,252,3,hierarchical,True,LU,LU,LD,False,0,False,,,4168.0,7
April_11_2_g0,253,5,sequential,False,LU,RU,RU,False,0,False,,,4451.0,11
April_11_2_g0,255,5,sequential,True,LU,LU,RU,False,0,False,,,4163.0,13
April_11_2_g0,256,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4641.0,11
April_11_2_g0,257,2,hierarchical,True,LU,LU,LD,False,0,False,,,4401.0,10
April_11_2_g0,258,5,sequential,True,LU,LU,RU,False,0,False,,,4120.0,8
April_11_2_g0,260,3,hierarchical,True,RU,RU,LD,False,0,False,,,4648.0,10
April_11_2_g0,262,2,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4678.0,13
April_11_2_g0,263,3,hierarchical,True,LU,LU,LD,False,0,False,,,4131.0,12
April_11_2_g0,264,3,hierarchical,True,LU,LU,LD,False,0,False,,,4138.0,10
April_11_2_g0,266,5,sequential,True,LD,LD,RU,False,0,False,,,4739.0,10
April_11_2_g0,267,2,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4497.0,10
April_11_2_g0,269,1,hierarchical,True,LU,LU,LD,False,0,False,,,4326.0,15
April_11_2_g0,270,3,hierarchical,True,RU,RU,LD,False,0,False,,,4640.0,8
April_11_2_g0,271,2,hierarchical,False,RD,RU,RU,False,0,False,,,4550.0,6
April_11_2_g0,273,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4763.0,12
April_11_2_g0,274,5,sequential,True,RD,RD,LU,True,0,True,LU,True,3855.0,13
April_11_2_g0,277,6,sequential,False,RU,LU,LU,False,0,False,,,4353.0,4
April_11_2_g0,278,5,sequential,False,LD,RU,RU,False,0,False,,,4343.0,10
April_11_2_g0,279,1,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4518.0,13
April_11_2_g0,281,5,sequential,True,LU,LU,RU,False,0,False,,,4308.0,9
April_11_2_g0,282,3,hierarchical,False,LD,RU,RU,False,0,False,,,4677.0,5
April_11_2_g0,283,4,sequential,True,LD,LD,LU,False,0,False,,,4691.0,12
April_11_2_g0,284,2,hierarchical,True,LU,LU,LD,False,0,False,,,4373.0,11
April_11_2_g0,285,3,hierarchical,False,LU,LD,LD,False,0,False,,,4446.0,8
April_11_2_g0,286,5,sequential,False,LU,RD,RD,False,0,False,,,3982.0,6
April_11_2_g0,287,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4508.0,15
April_11_2_g0,288,4,sequential,False,RD,LU,LU,False,0,False,,,4307.0,9
April_11_2_g0,289,5,sequential,True,LD,LD,RU,False,1,True,LU,False,4592.0,11
April_11_2_g0,291,2,hierarchical,True,RD,RD,RU,False,0,False,,,4698.0,8
April_11_2_g0,292,4,sequential,True,RD,RD,RU,False,0,False,,,4124.0,11
April_11_2_g0,293,2,hierarchical,False,RD,RU,RU,False,0,False,,,4858.0,5
April_11_2_g0,294,3,hierarchical,True,RD,RD,RU,False,0,False,,,4176.0,5
April_11_2_g0,297,4,sequential,False,LD,RU,RU,False,1,True,LU,False,4407.0,13
April_11_2_g0,298,4,sequential,True,RD,RD,RU,False,0,False,,,4322.0,13
April_11_2_g0,299,3,hierarchical,True,RU,RU,LD,False,0,False,,,4545.0,9
April_11_2_g0,300,2,hierarchical,True,LU,LU,LD,False,0,False,,,4359.0,10
April_11_2_g0,301,2,hierarchical,True,RU,RU,RD,False,0,False,,,4910.0,8
April_11_2_g0,303,2,hierarchical,True,RU,RU,RD,True,0,True,RD,True,4635.0,12
April_11_2_g0,304,6,sequential,True,LU,LU,LD,False,0,False,,,4361.0,8
April_11_2_g0,305,5,sequential,True,LU,LU,RU,False,0,False,,,4096.0,12
April_11_2_g0,306,3,hierarchical,True,RD,RD,RU,False,0,False,,,4185.0,10
April_11_2_g0,307,4,sequential,True,LU,LU,LD,False,0,False,,,4421.0,13
April_11_2_g0,308,5,sequential,True,LU,LU,RU,False,0,False,,,4150.0,6
April_11_2_g0,310,6,sequential,True,RU,RU,LU,False,0,False,,,4262.0,10
April_11_2_g0,311,1,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4581.0,14
April_11_2_g0,312,6,sequential,True,RD,RD,RU,False,0,False,,,3930.0,8
April_11_2_g0,313,2,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4817.0,11
April_11_2_g0,314,3,hierarchical,True,RU,RU,LD,False,0,False,,,4679.0,10
April_11_2_g0,315,6,sequential,True,RU,RU,LU,False,0,False,,,4112.0,6
April_11_2_g0,316,3,hierarchical,True,LU,LU,LD,False,0,False,,,4166.0,11
April_11_2_g0,317,1,hierarchical,True,LU,LU,LD,False,0,False,,,4133.0,11
April_11_2_g0,318,6,sequential,True,RD,RD,RU,True,0,True,RU,True,4061.0,13
April_11_2_g0,319,6,sequential,False,LU,RU,RU,False,1,True,LD,False,4098.0,12
April_11_2_g0,320,1,hierarchical,True,LU,LU,LD,False,0,False,,,4290.0,12
April_11_2_g0,321,2,hierarchical,True,RD,RD,RU,False,0,False,,,4503.0,16
April_11_2_g0,323,3,hierarchical,True,RU,RU,LD,False,0,False,,,4674.0,10
April_11_2_g0,324,6,sequential,True,LD,LD,LU,True,0,True,LU,True,4519.0,12
April_11_2_g0,325,5,sequential,False,LU,RU,RU,False,0,False,,,4241.0,4
April_11_2_g0,326,4,sequential,True,RD,RD,RU,True,0,True,RU,True,4156.0,13
April_11_2_g0,327,2,hierarchical,True,RD,RD,RU,True,0,True,RU,True,4448.0,15
April_11_2_g0,328,6,sequential,True,LD,LD,LU,True,0,True,LU,True,4922.0,7
April_11_2_g0,329,1,hierarchical,True,RU,RU,RD,False,0,False,,,4825.0,12
April_11_2_g0,330,1,hierarchical,True,RD,RD,RU,True,1,True,RU,True,4472.0,13
April_11_2_g0,331,3,hierarchical,True,LU,LU,LD,False,0,False,,,4208.0,14
April_11_2_g0,332,4,sequential,False,LU,LD,LD,False,0,False,,,4567.0,3
April_11_2_g0,334,3,hierarchical,True,LU,LU,LD,False,0,False,,,4164.0,10
April_11_2_g0,335,4,sequential,True,LD,LD,LU,True,0,True,LU,True,4631.0,11
April_11_2_g0,336,3,hierarchical,True,RD,RD,RU,False,0,False,,,4714.0,15
April_11_2_g0,337,2,hierarchical,True,RD,RD,RU,False,0,False,,,4430.0,16
April_11_2_g0,338,4,sequential,True,RD,RD,RU,True,0,True,RU,True,4256.0,12
April_11_2_g0,340,6,sequential,True,RU,RU,LU,False,0,False,,,4104.0,10
April_11_2_g0,341,3,hierarchical,False,LU,RU,RU,False,1,True,LD,False,4901.0,10
April_11_2_g0,342,3,hierarchical,True,LD,LD,RU,False,1,True,LU,False,4472.0,10
April_11_2_g0,343,6,sequential,True,LU,LU,LD,False,0,False,,,4760.0,16
April_11_2_g0,344,2,hierarchical,True,LU,LU,LD,False,0,False,,,4487.0,11
April_11_2_g0,346,2,hierarchical,True,LD,LD,LU,True,0,True,LU,True,4616.0,13
April_11_2_g0,348,6,sequential,True,RD,RD,RU,False,0,False,,,3887.0,12
April_11_2_g0,349,6,sequential,True,RU,RU,LU,False,0,False,,,4301.0,8
April_11_2_g0,350,1,hierarchical,True,RD,RD,RU,False,0,False,,,4355.0,14
April_11_2_g0,351,6,sequential,True,LD,LD,LU,False,0,False,,,4747.0,11
April_11_2_g0,354,5,sequential,True,LU,LU,RU,False,0,False,,,4293.0,7
April_11_2_g0,355,5,sequential,True,LU,LU,RU,False,0,False,,,4132.0,16
April_11_2_g0,356,3,hierarchical,True,LU,LU,LD,True,0,True,LD,True,4101.0,16
April_11_2_g0,357,2,hierarchical,True,RD,RD,RU,False,0,False,,,4530.0,10
April_11_2_g0,358,6,sequential,True,RU,RU,LU,False,0,False,,,4133.0,13
April_11_2_g0,359,4,sequential,True,LU,LU,LD,False,0,False,,,4277.0,14
April_11_2_g0,360,5,sequential,True,LD,LD,RU,False,1,True,LU,False,4623.0,11
April_11_2_g0,361,6,sequential,False,LD,LU,LU,False,0,False,,,4318.0,10
April_11_2_g0,362,3,hierarchical,False,LU,LD,LD,False,0,False,,,4843.0,5
April_11_2_g0,363,3,hierarchical,True,RD,RD,RU,False,0,False,,,4143.0,18
April_11_2_g0,364,6,sequential,True,RD,RD,RU,True,0,True,RU,True,3985.0,11
April_11_2_g0,365,5,sequential,False,LU,RD,RD,False,0,False,,,4001.0,10
April_11_2_g0,366,5,sequential,True,RD,RD,LU,False,0,False,,,3966.0,15
April_11_2_g0,367,5,sequential,True,LD,LD,RU,False,0,False,,,4595.0,8
April_11_2_g0,368,5,sequential,True,LU,LU,RU,False,0,False,,,4166.0,13
April_11_2_g0,369,2,hierarchical,False,LD,RU,RU,False,0,False,,,4845.0,7
April_11_2_g0,370,1,hierarchical,True,LU,LU,LD,True,0,True,LD,True,4148.0,18
April_11_2_g0,371,4,sequential,True,RD,RD,RU,False,0,False,,,4306.0,12
April_11_2_g0,372,3,hierarchical,False,LD,RU,RU,False,0,False,,,4627.0,14
April_11_2_g0,375,6,sequential,False,LU,RU,RU,False,1,True,LD,False,4225.0,8
April_11_2_g0,376,4,sequential,False,RU,LU,LU,False,0,False,,,4404.0,6
April_11_2_g0,377,2,hierarchical,True,RU,RU,RD,False,0,False,,,4573.0,11
April_11_2_g0,379,2,hierarchical,True,RU,RU,RD,False,0,False,,,4617.0,8
April_11_2_g0,380,5,sequential,False,LU,RU,RU,False,0,False,,,4352.0,7
April_11_2_g0,381,5,sequential,False,LU,RD,RD,False,0,False,,,3911.0,9
April_11_2_g0,382,3,hierarchical,True,LD,LD,RU,False,0,False,,,4534.0,11
April_11_2_g0,384,5,sequential,True,RD,RD,LU,False,0,False,,,3965.0,10
April_11_2_g0,385,2,hierarchical,True,RU,RU,RD,False,0,False,,,5332.0,7
April_11_2_g0,386,5,sequential,True,LD,LD,RU,False,1,True,LU,False,4470.0,11
April_11_2_g0,387,3,hierarchical,True,RD,RD,RU,False,0,False,,,4291.0,10
April_11_2_g0,388,1,hierarchical,False,LD,RU,RU,False,0,False,,,4980.0,5
April_11_2_g0,389,2,hierarchical,True,RU,RU,RD,False,0,False,,,4691.0,11
April_11_2_g0,390,6,sequential,True,RD,RD,RU,False,1,True,LU,False,4059.0,12
April_11_2_g0,392,6,sequential,True,LD,LD,LU,True,0,True,LU,True,4469.0,11
